0.000000 0.000000
0.002506 0.000000
0.005013 0.000000
0.007519 0.000000
0.010025 0.000000
0.012531 0.000000
0.015038 0.000000
0.017544 0.000000
0.020050 0.000000
0.022556 0.000000
0.025063 0.000000
0.027569 0.000000
0.030075 0.000000
0.032581 0.000000
0.035088 0.000000
0.037594 0.000000
0.040100 0.000000
0.042607 0.000000
0.045113 0.000000
0.047619 0.000000
0.050125 0.000000
0.052632 0.000000
0.055138 0.000000
0.057644 0.000000
0.060150 0.000000
0.062657 0.000000
0.065163 0.000000
0.067669 0.000000
0.070175 0.000000
0.072682 0.000000
0.075188 0.000000
0.077694 0.000000
0.080201 0.000000
0.082707 0.000000
0.085213 0.000000
0.087719 0.000000
0.090226 0.000000
0.092732 0.000000
0.095238 0.000000
0.097744 0.000000
0.100251 0.000000
0.102757 0.000000
0.105263 0.000000
0.107769 0.000000
0.110276 0.000000
0.112782 0.000000
0.115288 0.000000
0.117794 0.000000
0.120301 0.000000
0.122807 0.000000
0.125313 0.000000
0.127820 0.000000
0.130326 0.000000
0.132832 0.000000
0.135338 0.000000
0.137845 0.000000
0.140351 0.000000
0.142857 0.000000
0.145363 0.000000
0.147870 0.000000
0.150376 0.000000
0.152882 0.000000
0.155388 0.000000
0.157895 0.000000
0.160401 0.000000
0.162907 0.000000
0.165414 0.000000
0.167920 0.000000
0.170426 0.000000
0.172932 0.000000
0.175439 0.000000
0.177945 0.000000
0.180451 0.000000
0.182957 0.000000
0.185464 0.000000
0.187970 0.000000
0.190476 0.000000
0.192982 0.000000
0.195489 0.000000
0.197995 0.000000
0.200501 0.000000
0.203008 0.000000
0.205514 0.000000
0.208020 0.000000
0.210526 0.000000
0.213033 0.000000
0.215539 0.000000
0.218045 0.000000
0.220551 0.000000
0.223058 0.000000
0.225564 0.000000
0.228070 0.000000
0.230576 0.000000
0.233083 0.000000
0.235589 0.000000
0.238095 0.000000
0.240602 0.000000
0.243108 0.000000
0.245614 0.000000
0.248120 0.000000
0.250627 0.000000
0.253133 0.000000
0.255639 0.000000
0.258145 0.000000
0.260652 0.000000
0.263158 0.000000
0.265664 0.000000
0.268170 0.000000
0.270677 0.000000
0.273183 0.000000
0.275689 0.000000
0.278196 0.000000
0.280702 0.000000
0.283208 0.000000
0.285714 0.000000
0.288221 0.000000
0.290727 0.000000
0.293233 0.000000
0.295739 0.000000
0.298246 0.000000
0.300752 0.000000
0.303258 0.000000
0.305764 0.000000
0.308271 0.000000
0.310777 0.000000
0.313283 0.000000
0.315789 0.000000
0.318296 0.000000
0.320802 0.000000
0.323308 0.000000
0.325815 0.000000
